knife,img,match,band,correlation
E39:E24,4,nonmatch,10-20,0.183175407489228
E39:E24,5,nonmatch,10-20,0.212619986884366
E39:E24,6,nonmatch,10-20,0.165516179728861
E39:E24,7,nonmatch,10-20,0.196100442129084
E39:E24,8,nonmatch,10-20,0.088110842457576
E39:E24,9,nonmatch,10-20,0.114522685188387
E36:E10,1,nonmatch,10-20,0.079343243677351
E36:E10,2,nonmatch,10-20,0.073018398943093
E36:E10,3,nonmatch,10-20,-0.03305311468849
E36:E10,4,nonmatch,10-20,0.005064818946771
E36:E10,5,nonmatch,10-20,0.039088954206629
E36:E10,6,nonmatch,10-20,0.031778361686981
E36:E10,7,nonmatch,10-20,0.146163310782975
E36:E10,8,nonmatch,10-20,-0.022998262920882
E36:E10,9,nonmatch,10-20,-0.042119511350072
E36:T10,1,nonmatch,10-20,0.291438164903345
E36:T10,2,nonmatch,10-20,0.395461405774627
E36:T10,3,nonmatch,10-20,0.123254429825961
E36:T10,4,nonmatch,10-20,0.104233459805075
E36:T10,5,nonmatch,10-20,0.34978337022379
E36:T10,6,nonmatch,10-20,0.41108948944306
E36:T10,7,nonmatch,10-20,0.377558210023302
E36:T10,8,nonmatch,10-20,0.562415445170941
E36:T10,9,nonmatch,10-20,0.269935509521144
E36:E48,1,nonmatch,10-20,0.450297836333285
E36:E48,2,nonmatch,10-20,0.305941300051107
E36:E48,3,nonmatch,10-20,0.232847918917092
E36:E48,4,nonmatch,10-20,0.288700177232904
E36:E48,5,nonmatch,10-20,0.416938739613784
E36:E48,6,nonmatch,10-20,0.424499516786822
E36:E48,7,nonmatch,10-20,0.386839875069065
E36:E48,8,nonmatch,10-20,0.327578012264903
E36:E48,9,nonmatch,10-20,0.210905832166595
E36:E39,1,nonmatch,10-20,-0.013073714222628
E36:E39,2,nonmatch,10-20,0.034461209992602
E36:E39,3,nonmatch,10-20,-0.077545125270752
E36:E39,4,nonmatch,10-20,0.218217841656821
E36:E39,5,nonmatch,10-20,0.07840554518015
E36:E39,6,nonmatch,10-20,0.146480272433807
E36:E39,7,nonmatch,10-20,-0.044010931398218
E36:E39,8,nonmatch,10-20,0.012463951266367
E36:E39,9,nonmatch,10-20,0.218596938296852
E36:E34,1,nonmatch,10-20,0.344698618569744
E36:E34,2,nonmatch,10-20,0.329488687427897
E36:E34,3,nonmatch,10-20,0.161801557797387
E36:E34,4,nonmatch,10-20,0.303123581867928
E36:E34,5,nonmatch,10-20,0.260813598173279
E36:E34,6,nonmatch,10-20,0.329415709464919
E36:E34,7,nonmatch,10-20,0.447761438436192
E36:E34,8,nonmatch,10-20,0.411200850585714
E36:E34,9,nonmatch,10-20,0.393231320903349
E36:E28,1,nonmatch,10-20,0.168561182133266
E36:E28,2,nonmatch,10-20,0.149222389775897
E36:E28,3,nonmatch,10-20,0.176691818604736
E36:E28,4,nonmatch,10-20,0.169589154778544
E36:E28,5,nonmatch,10-20,0.134836401048614
E36:E28,6,nonmatch,10-20,0.274521995151017
E36:E28,7,nonmatch,10-20,0.212966275940095
E36:E28,8,nonmatch,10-20,0.308196969986754
E36:E28,9,nonmatch,10-20,0.341022653881308
E36:E27,1,nonmatch,10-20,0.344455641971854
E36:E27,2,nonmatch,10-20,0.286922206983203
E36:E27,3,nonmatch,10-20,0.353308569208914
E36:E27,4,nonmatch,10-20,0.345809217174952
E36:E27,5,nonmatch,10-20,0.374629722651568
E36:E27,6,nonmatch,10-20,0.434159267390752
E36:E27,7,nonmatch,10-20,0.417757565548628
E36:E27,8,nonmatch,10-20,0.43356668107047
E36:E27,9,nonmatch,10-20,0.332756447173642
E36:E24,1,nonmatch,10-20,0.246625146057784
E36:E24,2,nonmatch,10-20,0.322664748770929
E36:E24,3,nonmatch,10-20,0.314458316718298
E36:E24,4,nonmatch,10-20,0.357161605210278
E36:E24,5,nonmatch,10-20,0.444994387244353
E36:E24,6,nonmatch,10-20,0.292290070832401
E36:E24,7,nonmatch,10-20,0.141376119093551
E36:E24,8,nonmatch,10-20,0.173308400606412
E36:E24,9,nonmatch,10-20,0.037283273994755
E34:E10,1,nonmatch,10-20,0.173580442045923
E34:E10,2,nonmatch,10-20,0.246888449242347
E34:E10,3,nonmatch,10-20,0.196392723220667
E34:E10,4,nonmatch,10-20,0.105495850449551
E34:E10,5,nonmatch,10-20,0.264685301827464
E34:E10,6,nonmatch,10-20,0.208905787800146
E34:E10,7,nonmatch,10-20,0.185689553236399
E34:E10,8,nonmatch,10-20,0.138349667591343
E34:E10,9,nonmatch,10-20,0.105355679504321
E34:T10,1,nonmatch,10-20,0.201386182111828
E34:T10,2,nonmatch,10-20,0.383762473054157
E34:T10,3,nonmatch,10-20,0.293739755605559
E34:T10,4,nonmatch,10-20,0.310787013055013
E34:T10,5,nonmatch,10-20,0.277454867782407
E34:T10,6,nonmatch,10-20,0.337868640373193
E34:T10,7,nonmatch,10-20,0.393770188834062
E34:T10,8,nonmatch,10-20,0.46853601827094
E34:T10,9,nonmatch,10-20,0.309664628389368
E34:E48,1,nonmatch,10-20,0.415353483947913
E34:E48,2,nonmatch,10-20,0.32059216336706
E34:E48,3,nonmatch,10-20,0.315704351886699
E34:E48,4,nonmatch,10-20,0.326542831290526
E34:E48,5,nonmatch,10-20,0.408351153815882
E34:E48,6,nonmatch,10-20,0.274365043922925
E34:E48,7,nonmatch,10-20,0.289465623571232
E34:E48,8,nonmatch,10-20,0.391972034127476
E34:E48,9,nonmatch,10-20,0.297137102917724
E34:E39,1,nonmatch,10-20,0.079810393965276
E34:E39,2,nonmatch,10-20,0.06054433169513
E34:E39,3,nonmatch,10-20,0.120934551724907
E34:E39,4,nonmatch,10-20,0.019317475547576
E34:E39,5,nonmatch,10-20,0.195444154852785
E34:E39,6,nonmatch,10-20,0.24811289589634
E34:E39,7,nonmatch,10-20,0.048970983451969
E34:E39,8,nonmatch,10-20,0.23036368614017
E34:E39,9,nonmatch,10-20,0.242022074656471
E34:E36,1,nonmatch,10-20,0.308542277445007
E34:E36,2,nonmatch,10-20,0.333324836191157
E34:E36,3,nonmatch,10-20,0.248260618144967
E34:E36,4,nonmatch,10-20,0.26294263844292
E34:E36,5,nonmatch,10-20,0.334077589364609
E34:E36,6,nonmatch,10-20,0.289161925575708
E34:E36,7,nonmatch,10-20,0.409679118844515
E34:E36,8,nonmatch,10-20,0.5217890612698
E34:E36,9,nonmatch,10-20,0.385440940403785
E34:E28,1,nonmatch,10-20,0.155485311814396
E34:E28,2,nonmatch,10-20,0.229551959765024
E34:E28,3,nonmatch,10-20,0.213808180318747
E34:E28,4,nonmatch,10-20,0.178478345737315
E34:E28,5,nonmatch,10-20,0.210340177736505
E34:E28,6,nonmatch,10-20,0.360695919571815
E34:E28,7,nonmatch,10-20,0.16685272358653
E34:E28,8,nonmatch,10-20,0.312733067682007
E34:E28,9,nonmatch,10-20,0.364939493559103
E34:E27,1,nonmatch,10-20,0.301281099206688
E34:E27,2,nonmatch,10-20,0.340282982292506
E34:E27,3,nonmatch,10-20,0.340354448822606
E34:E27,4,nonmatch,10-20,0.29316272115477
E34:E27,5,nonmatch,10-20,0.381764564139094
E34:E27,6,nonmatch,10-20,0.389809764633901
E34:E27,7,nonmatch,10-20,0.290440498058129
E34:E27,8,nonmatch,10-20,0.447876935147522
E34:E27,9,nonmatch,10-20,0.256084753760446
E34:E24,1,nonmatch,10-20,0.316303688966936
E34:E24,2,nonmatch,10-20,0.317613646620603
E34:E24,3,nonmatch,10-20,0.36621931786049
E34:E24,4,nonmatch,10-20,0.305415598929495
E34:E24,5,nonmatch,10-20,0.200779908626177
E34:E24,6,nonmatch,10-20,0.325138133961351
E34:E24,7,nonmatch,10-20,0.153180531981396
E34:E24,8,nonmatch,10-20,0.24083027568635
E34:E24,9,nonmatch,10-20,0.138064379060262
E28:E10,1,nonmatch,10-20,0.134886665283692
E28:E10,2,nonmatch,10-20,0.15506442708162
E28:E10,3,nonmatch,10-20,0.147005379564691
E28:E10,4,nonmatch,10-20,0.282151468368885
E28:E10,5,nonmatch,10-20,0.316584752975911
E28:E10,6,nonmatch,10-20,0.308545179002303
E28:E10,7,nonmatch,10-20,0.262129714512297
E28:E10,8,nonmatch,10-20,0.232357733244947
E28:E10,9,nonmatch,10-20,0.11504606865341
E28:T10,1,nonmatch,10-20,0.117040350819408
E28:T10,2,nonmatch,10-20,0.251006714209945
E28:T10,3,nonmatch,10-20,0.354534582129595
E28:T10,4,nonmatch,10-20,0.308662291590762
E28:T10,5,nonmatch,10-20,0.365583082288992
E28:T10,6,nonmatch,10-20,0.268367002957289
E28:T10,7,nonmatch,10-20,0.119417747427337
E28:T10,8,nonmatch,10-20,0.23349151520606
E28:T10,9,nonmatch,10-20,0.355719596931001
E28:E48,1,nonmatch,10-20,0.203859470608902
E28:E48,2,nonmatch,10-20,0.041236693229346
E28:E48,3,nonmatch,10-20,0.14162573465423
E28:E48,4,nonmatch,10-20,0.227555717596586
E28:E48,5,nonmatch,10-20,0.245519811161644
E28:E48,6,nonmatch,10-20,0.326393730895821
E28:E48,7,nonmatch,10-20,0.207427701089081
E28:E48,8,nonmatch,10-20,0.250120180148326
E28:E48,9,nonmatch,10-20,0.284898484537704
E28:E39,1,nonmatch,10-20,0.25429184419428
E28:E39,2,nonmatch,10-20,0.148204358372871
E28:E39,3,nonmatch,10-20,0.287259284578522
E28:E39,4,nonmatch,10-20,0.347018902523417
E28:E39,5,nonmatch,10-20,0.255628051961186
E28:E39,6,nonmatch,10-20,0.439046190838916
E28:E39,7,nonmatch,10-20,0.333460833416943
E28:E39,8,nonmatch,10-20,0.272172517331071
E28:E39,9,nonmatch,10-20,0.189957011939169
E28:E36,1,nonmatch,10-20,0.109950504661135
E28:E36,2,nonmatch,10-20,0.213449674167075
E28:E36,3,nonmatch,10-20,0.039983365427658
E28:E36,4,nonmatch,10-20,0.109940133249368
E28:E36,5,nonmatch,10-20,0.08818861055908
E28:E36,6,nonmatch,10-20,0.147946997923254
E28:E36,7,nonmatch,10-20,0.060606097760284
E28:E36,8,nonmatch,10-20,0.066218465584847
E28:E36,9,nonmatch,10-20,0.07345110054425
E28:E34,1,nonmatch,10-20,0.228058528567459
E28:E34,2,nonmatch,10-20,0.29255620495992
E28:E34,3,nonmatch,10-20,0.357649103444109
E28:E34,4,nonmatch,10-20,0.289561088813749
E28:E34,5,nonmatch,10-20,0.29617564926853
E28:E34,6,nonmatch,10-20,0.327134363627779
E28:E34,7,nonmatch,10-20,0.196957259254711
E28:E34,8,nonmatch,10-20,0.262723496764061
E28:E34,9,nonmatch,10-20,0.212010822299704
E28:E27,1,nonmatch,10-20,0.053652667168985
E28:E27,2,nonmatch,10-20,0.156181848329412
E28:E27,3,nonmatch,10-20,0.31520119698595
E28:E27,4,nonmatch,10-20,0.289063944698682
E28:E27,5,nonmatch,10-20,0.335798167473483
E28:E27,6,nonmatch,10-20,0.194739112491903
E28:E27,7,nonmatch,10-20,0.14146240052033
E28:E27,8,nonmatch,10-20,0.127549627898103
E28:E27,9,nonmatch,10-20,0.201806094691718
E28:E24,1,nonmatch,10-20,0.190816019510067
E28:E24,2,nonmatch,10-20,0.267640068685466
E28:E24,3,nonmatch,10-20,0.308925227325864
E28:E24,4,nonmatch,10-20,0.402534720240355
E28:E24,5,nonmatch,10-20,0.332619878202748
E28:E24,6,nonmatch,10-20,0.285351528131179
E28:E24,7,nonmatch,10-20,0.240077654527184
E28:E24,8,nonmatch,10-20,0.114192520896047
E28:E24,9,nonmatch,10-20,0.078759326121383
E27:E10,1,nonmatch,10-20,0.074569708756559
E27:E10,2,nonmatch,10-20,0.072564447202482
E27:E10,3,nonmatch,10-20,0.324383831613802
E27:E10,4,nonmatch,10-20,0.236670604310654
E27:E10,5,nonmatch,10-20,0.212533649520301
E27:E10,6,nonmatch,10-20,0.162129553153565
E27:E10,7,nonmatch,10-20,0.270740252909689
E27:E10,8,nonmatch,10-20,0.116455406157001
E27:E10,9,nonmatch,10-20,-0.030945345860261
E27:T10,1,nonmatch,10-20,0.262797648260211
E27:T10,2,nonmatch,10-20,0.248108632638063
E27:T10,3,nonmatch,10-20,0.207747098140719
E27:T10,4,nonmatch,10-20,0.07378386414498
E27:T10,5,nonmatch,10-20,0.343025216362802
E27:T10,6,nonmatch,10-20,0.438607203913495
E27:T10,7,nonmatch,10-20,0.270183409210071
E27:T10,8,nonmatch,10-20,0.238954409671214
E27:T10,9,nonmatch,10-20,0.302320933819393
E27:E48,1,nonmatch,10-20,0.306260343053668
E27:E48,2,nonmatch,10-20,0.256561920687442
E27:E48,3,nonmatch,10-20,0.269162188545918
E27:E48,4,nonmatch,10-20,0.495236642303195
E27:E48,5,nonmatch,10-20,0.414459847814233
E27:E48,6,nonmatch,10-20,0.404579069517649
E27:E48,7,nonmatch,10-20,0.251560423910262
E27:E48,8,nonmatch,10-20,0.325603228743587
E27:E48,9,nonmatch,10-20,0.262702578393705
E27:E39,1,nonmatch,10-20,0.125532611332169
E27:E39,2,nonmatch,10-20,0.145879220328571
E27:E39,3,nonmatch,10-20,0.216085223422521
E27:E39,4,nonmatch,10-20,0.121656558613435
E27:E39,5,nonmatch,10-20,0.306160794385472
E27:E39,6,nonmatch,10-20,0.292414709439889
E27:E39,7,nonmatch,10-20,0.106255228362561
E27:E39,8,nonmatch,10-20,0.190950844172736
E27:E39,9,nonmatch,10-20,0.329192553968973
E27:E36,1,nonmatch,10-20,0.237246706169765
E27:E36,2,nonmatch,10-20,0.275327765053629
E27:E36,3,nonmatch,10-20,0.377446633892891
E27:E36,4,nonmatch,10-20,0.310163758139762
E27:E36,5,nonmatch,10-20,0.331183995415727
E27:E36,6,nonmatch,10-20,0.316369441754987
E27:E36,7,nonmatch,10-20,0.292108928036672
E27:E36,8,nonmatch,10-20,0.329726011266997
E27:E36,9,nonmatch,10-20,0.390416925581152
E27:E34,1,nonmatch,10-20,0.271745177635774
E27:E34,2,nonmatch,10-20,0.336435868868549
E27:E34,3,nonmatch,10-20,0.330684100764884
E27:E34,4,nonmatch,10-20,0.326295189190361
E27:E34,5,nonmatch,10-20,0.430406909814743
E27:E34,6,nonmatch,10-20,0.401225283017126
E27:E34,7,nonmatch,10-20,0.386994084091888
E27:E34,8,nonmatch,10-20,0.406433291567384
E27:E34,9,nonmatch,10-20,0.367358353295378
E27:E28,1,nonmatch,10-20,0.148927882724405
E27:E28,2,nonmatch,10-20,0.249549273242435
E27:E28,3,nonmatch,10-20,0.316180187151065
E27:E28,4,nonmatch,10-20,0.223716051943518
E27:E28,5,nonmatch,10-20,0.219644050192069
E27:E28,6,nonmatch,10-20,0.352055216537539
E27:E28,7,nonmatch,10-20,0.316635999446629
E27:E28,8,nonmatch,10-20,0.242662233033931
E27:E28,9,nonmatch,10-20,0.354079757883869
E27:E24,1,nonmatch,10-20,0.241671666256097
E27:E24,2,nonmatch,10-20,0.268898681871111
E27:E24,3,nonmatch,10-20,0.504828773598556
E27:E24,4,nonmatch,10-20,0.381093419707742
E27:E24,5,nonmatch,10-20,0.292672644496171
E27:E24,6,nonmatch,10-20,0.133522890148661
E27:E24,7,nonmatch,10-20,0.152436590472837
E27:E24,8,nonmatch,10-20,0.124850415113959
E27:E24,9,nonmatch,10-20,0.174100009589636
E24:E10,1,nonmatch,10-20,0.104061947661551
E24:E10,2,nonmatch,10-20,0.068453132592729
E24:E10,3,nonmatch,10-20,0.187985854339566
E24:E10,4,nonmatch,10-20,0.246597785419166
E24:E10,5,nonmatch,10-20,0.195835513156498
E24:E10,6,nonmatch,10-20,0.224151930420858
E24:E10,7,nonmatch,10-20,0.230046200350214
E24:E10,8,nonmatch,10-20,0.164521137977307
E24:E10,9,nonmatch,10-20,0.19007379182892
E24:T10,1,nonmatch,10-20,0.256261326880307
E24:T10,2,nonmatch,10-20,0.34536614804939
E24:T10,3,nonmatch,10-20,0.303034862899556
E24:T10,4,nonmatch,10-20,0.35133814406325
E24:T10,5,nonmatch,10-20,0.373071052220983
E24:T10,6,nonmatch,10-20,0.369108372281635
E24:T10,7,nonmatch,10-20,0.147637385306978
E24:T10,8,nonmatch,10-20,0.180499574104351
E24:T10,9,nonmatch,10-20,0.159688143444901
E24:E48,1,nonmatch,10-20,0.356597579400713
E24:E48,2,nonmatch,10-20,0.213040483825759
E24:E48,3,nonmatch,10-20,0.328716928942558
E24:E48,4,nonmatch,10-20,0.400616637483084
E24:E48,5,nonmatch,10-20,0.327937650819162
E24:E48,6,nonmatch,10-20,0.16742030865774
E24:E48,7,nonmatch,10-20,0.164902694220228
E24:E48,8,nonmatch,10-20,0.073181425158013
E24:E48,9,nonmatch,10-20,-0.011814194965024
E24:E39,1,nonmatch,10-20,0.020314707293292
E24:E39,2,nonmatch,10-20,0.061275489837746
E24:E39,3,nonmatch,10-20,0.148844716323111
E24:E39,4,nonmatch,10-20,0.288464756994008
E24:E39,5,nonmatch,10-20,0.207569051097519
E24:E39,6,nonmatch,10-20,0.07151497841789
E24:E39,7,nonmatch,10-20,0.085980504685583
E24:E39,8,nonmatch,10-20,0.038424398436979
E24:E39,9,nonmatch,10-20,0.214752091741054
E24:E36,1,nonmatch,10-20,0.312718079921766
E24:E36,2,nonmatch,10-20,0.398652908775402
E24:E36,3,nonmatch,10-20,0.240964587958594
E24:E36,4,nonmatch,10-20,0.250105539214241
E24:E36,5,nonmatch,10-20,0.239970292957351
E24:E36,6,nonmatch,10-20,0.168582384452899
E24:E36,7,nonmatch,10-20,0.186368299135239
E24:E36,8,nonmatch,10-20,0.180597568270256
E24:E36,9,nonmatch,10-20,0.081954880347285
E24:E34,1,nonmatch,10-20,0.354218679754751
E24:E34,2,nonmatch,10-20,0.30428929476062
E24:E34,3,nonmatch,10-20,0.297308988473239
E24:E34,4,nonmatch,10-20,0.318843779979178
E24:E34,5,nonmatch,10-20,0.213092929279025
E24:E34,6,nonmatch,10-20,0.263091344407147
E24:E34,7,nonmatch,10-20,0.145728017019366
E24:E34,8,nonmatch,10-20,0.203807006066325
E24:E34,9,nonmatch,10-20,0.159513786581955
E24:E28,1,nonmatch,10-20,0.165630240323443
E24:E28,2,nonmatch,10-20,0.254989719019411
E24:E28,3,nonmatch,10-20,0.287042277516588
E24:E28,4,nonmatch,10-20,0.395143209083953
E24:E28,5,nonmatch,10-20,0.24977184381415
E24:E28,6,nonmatch,10-20,0.290266352217201
E24:E28,7,nonmatch,10-20,0.207793443168559
E24:E28,8,nonmatch,10-20,0.035106559884718
E24:E28,9,nonmatch,10-20,0.107583850958687
E24:E27,1,nonmatch,10-20,0.241856886745572
E24:E27,2,nonmatch,10-20,0.25976212283072
E24:E27,3,nonmatch,10-20,0.424761893232961
E24:E27,4,nonmatch,10-20,0.219780848684334
E24:E27,5,nonmatch,10-20,0.21428975413355
E24:E27,6,nonmatch,10-20,0.170034410808206
E24:E27,7,nonmatch,10-20,0.20277817789105
E24:E27,8,nonmatch,10-20,0.22866953460116
E24:E27,9,nonmatch,10-20,0.126747327684962
E10:E10,1,match,20-30,0.576198710898746
E10:E10,2,match,20-30,0.435376561556602
E10:E10,3,match,20-30,0.395744104928602
E10:E10,4,match,20-30,0.45167618674529
E10:E10,5,match,20-30,0.647915383491429
E10:E10,6,match,20-30,0.609839553752854
E10:E10,7,match,20-30,0.648827930808333
E10:E10,8,match,20-30,0.57188970913154
E10:E10,9,match,20-30,0.669359952164249
T10:T10,1,match,20-30,0.439430781335419
T10:T10,2,match,20-30,0.482308194787422
T10:T10,3,match,20-30,0.407447121382412
T10:T10,4,match,20-30,0.460397192297437
T10:T10,5,match,20-30,0.412084038707445
T10:T10,6,match,20-30,0.421481485710707
T10:T10,7,match,20-30,0.314592600184083
T10:T10,8,match,20-30,0.389927301165498
T10:T10,9,match,20-30,0.336529153059156
E48:E48,1,match,20-30,0.783750090134534
E48:E48,2,match,20-30,0.777280704011373
E48:E48,3,match,20-30,0.784055809099633
E48:E48,4,match,20-30,0.764637129374633
E48:E48,5,match,20-30,0.87394800159379
E48:E48,6,match,20-30,0.857724494153357
E48:E48,7,match,20-30,0.85679763045315
E48:E48,8,match,20-30,0.843000624937851
E48:E48,9,match,20-30,0.814647629047395
E39:E39,1,match,20-30,0.480927942371995
E39:E39,2,match,20-30,0.531418951813706
E39:E39,3,match,20-30,0.483595592574741
E39:E39,4,match,20-30,0.469734499337194
E39:E39,5,match,20-30,0.467961875456261
E39:E39,6,match,20-30,0.420683933290527
E39:E39,7,match,20-30,0.353336100766171
E39:E39,8,match,20-30,0.556987517394761
E39:E39,9,match,20-30,0.439065320316851
E36:E36,1,match,20-30,0.571870741212421
E36:E36,2,match,20-30,0.614011325993159
E36:E36,3,match,20-30,0.627523714322867
E36:E36,4,match,20-30,0.721927748418097
E36:E36,5,match,20-30,0.679254663938054
E36:E36,6,match,20-30,0.684190670621499
E36:E36,7,match,20-30,0.687621152946067
E36:E36,8,match,20-30,0.655025279190822
E36:E36,9,match,20-30,0.516100650228627
E34:E34,1,match,20-30,0.669163245285019
E34:E34,2,match,20-30,0.639108362043903
E34:E34,3,match,20-30,0.632714826596792
E34:E34,4,match,20-30,0.619850504732566
E34:E34,5,match,20-30,0.599255181393088
E34:E34,6,match,20-30,0.677830135160836
E34:E34,7,match,20-30,0.597189941213506
E34:E34,8,match,20-30,0.532784166194701
E34:E34,9,match,20-30,0.561229915004774
E28:E28,1,match,20-30,0.619087890916073
E28:E28,2,match,20-30,0.610250369193435
E28:E28,3,match,20-30,0.497181924002566
E28:E28,4,match,20-30,0.551763686138949
E28:E28,5,match,20-30,0.597797291304577
E28:E28,6,match,20-30,0.573473165514032
E28:E28,7,match,20-30,0.623380871368632
E28:E28,8,match,20-30,0.582267814023432
E28:E28,9,match,20-30,0.60141432117569
E27:E27,1,match,20-30,0.74302680919127
E27:E27,2,match,20-30,0.666409195790886
E27:E27,3,match,20-30,0.648130547365104
E27:E27,4,match,20-30,0.661013747330124
E27:E27,5,match,20-30,0.624009836512229
E27:E27,6,match,20-30,0.549898598657161
E27:E27,7,match,20-30,0.619647458106243
E27:E27,8,match,20-30,0.605293474249298
E27:E27,9,match,20-30,0.593734715658796
E24:E24,1,match,20-30,0.646595581377663
E24:E24,2,match,20-30,0.645155991880364
E24:E24,3,match,20-30,0.666641161205949
E24:E24,4,match,20-30,0.667124540070005
E24:E24,5,match,20-30,0.715316547917308
E24:E24,6,match,20-30,0.581073581639868
E24:E24,7,match,20-30,0.652102220402756
E24:E24,8,match,20-30,0.543623521510469
E24:E24,9,match,20-30,0.585139234915791
E10:T10,1,nonmatch,20-30,0.025982958729694
E10:T10,2,nonmatch,20-30,-0.071916120338929
E10:T10,3,nonmatch,20-30,-0.000727586765509
E10:T10,4,nonmatch,20-30,0.125189441799742
E10:T10,5,nonmatch,20-30,0.192513441657054
E10:T10,6,nonmatch,20-30,0.150713593272777
E10:T10,7,nonmatch,20-30,-0.073327824203063
E10:T10,8,nonmatch,20-30,-0.020474104080383
E10:T10,9,nonmatch,20-30,-0.062968529319743
E10:E48,1,nonmatch,20-30,0.134871004871718
E10:E48,2,nonmatch,20-30,0.00738704361311
E10:E48,3,nonmatch,20-30,-0.014879676511527
E10:E48,4,nonmatch,20-30,0.089626563411814
E10:E48,5,nonmatch,20-30,0.062631584665122
E10:E48,6,nonmatch,20-30,-0.051673153599999
E10:E48,7,nonmatch,20-30,0.041867708141852
E10:E48,8,nonmatch,20-30,0.084951629850277
E10:E48,9,nonmatch,20-30,0.062150414768227
E10:E39,1,nonmatch,20-30,0.161818436755871
E10:E39,2,nonmatch,20-30,-0.035361744807159
E10:E39,3,nonmatch,20-30,0.078950371350922
E10:E39,4,nonmatch,20-30,0.186849694912907
E10:E39,5,nonmatch,20-30,0.111160572666236
E10:E39,6,nonmatch,20-30,0.105028423584841
E10:E39,7,nonmatch,20-30,0.063443251361153
E10:E39,8,nonmatch,20-30,0.075087139456985
E10:E39,9,nonmatch,20-30,0.034874560556054
E10:E36,1,nonmatch,20-30,0.11152793537125
E10:E36,2,nonmatch,20-30,-0.031410330172484
E10:E36,3,nonmatch,20-30,-0.001569680749201
E10:E36,4,nonmatch,20-30,0.008162969645132
E10:E36,5,nonmatch,20-30,0.009395711010079
E10:E36,6,nonmatch,20-30,0.095131020243814
E10:E36,7,nonmatch,20-30,-0.032725564421843
E10:E36,8,nonmatch,20-30,-0.054490311323848
E10:E36,9,nonmatch,20-30,-0.087025389794056
E10:E34,1,nonmatch,20-30,0.10691418659613
E10:E34,2,nonmatch,20-30,0.106371282853001
E10:E34,3,nonmatch,20-30,0.019141272776199
E10:E34,4,nonmatch,20-30,0.113294672090158
E10:E34,5,nonmatch,20-30,0.178150200061605
E10:E34,6,nonmatch,20-30,-0.017806286002014
E10:E34,7,nonmatch,20-30,0.028338666435436
E10:E34,8,nonmatch,20-30,0.01764279936924
E10:E34,9,nonmatch,20-30,0.149238180335757
E10:E28,1,nonmatch,20-30,0.063809853105867
E10:E28,2,nonmatch,20-30,0.266988520633665
E10:E28,3,nonmatch,20-30,0.102891436614373
E10:E28,4,nonmatch,20-30,0.003778679406014
E10:E28,5,nonmatch,20-30,0.020957254832486
E10:E28,6,nonmatch,20-30,0.069743652128506
E10:E28,7,nonmatch,20-30,0.095256339224582
E10:E28,8,nonmatch,20-30,0.131867628771863
E10:E28,9,nonmatch,20-30,0.024719674452024
E10:E27,1,nonmatch,20-30,0.181579598969671
E10:E27,2,nonmatch,20-30,-0.030133801690422
E10:E27,3,nonmatch,20-30,-0.040200999272067
E10:E27,4,nonmatch,20-30,-0.078446750624165
E10:E27,5,nonmatch,20-30,0.094732311816032
E10:E27,6,nonmatch,20-30,0.055432015644019
E10:E27,7,nonmatch,20-30,0.066624917798845
E10:E27,8,nonmatch,20-30,0.128001153306356
E10:E27,9,nonmatch,20-30,-0.014640528542558
E10:E24,1,nonmatch,20-30,-0.071095439030039
E10:E24,2,nonmatch,20-30,0.006001022260319
E10:E24,3,nonmatch,20-30,0.086440626891156
E10:E24,4,nonmatch,20-30,0.164775962341509
E10:E24,5,nonmatch,20-30,0.202523932697478
E10:E24,6,nonmatch,20-30,0.077095508524361
E10:E24,7,nonmatch,20-30,0.070199563931172
E10:E24,8,nonmatch,20-30,0.015477550928666
E10:E24,9,nonmatch,20-30,0.168661469943566
T10:E10,1,nonmatch,20-30,0.197274654583063
T10:E10,2,nonmatch,20-30,0.155698151726336
T10:E10,3,nonmatch,20-30,0.076254013093309
T10:E10,4,nonmatch,20-30,0.076372919523714
T10:E10,5,nonmatch,20-30,0.081782301782771
T10:E10,6,nonmatch,20-30,0.061014837731573
T10:E10,7,nonmatch,20-30,-0.015158432342795
T10:E10,8,nonmatch,20-30,0.107777663581043
T10:E10,9,nonmatch,20-30,0.126578631662997
T10:E48,1,nonmatch,20-30,0.101623840814159
T10:E48,2,nonmatch,20-30,0.123971012092295
T10:E48,3,nonmatch,20-30,0.073547235847766
T10:E48,4,nonmatch,20-30,0.058440442234049
T10:E48,5,nonmatch,20-30,0.03061971720542
T10:E48,6,nonmatch,20-30,0.06574653674256
T10:E48,7,nonmatch,20-30,0.173908393987084
T10:E48,8,nonmatch,20-30,0.147802466139346
T10:E48,9,nonmatch,20-30,0.163385220768196
T10:E39,1,nonmatch,20-30,0.034338355990145
T10:E39,2,nonmatch,20-30,0.013810058349957
T10:E39,3,nonmatch,20-30,0.035099458014421
T10:E39,4,nonmatch,20-30,0.101208677553336
T10:E39,5,nonmatch,20-30,0.037424540756817
T10:E39,6,nonmatch,20-30,-0.005943062892422
T10:E39,7,nonmatch,20-30,0.058125288985945
T10:E39,8,nonmatch,20-30,0.08391394985449
T10:E39,9,nonmatch,20-30,0.18251258324709
T10:E36,1,nonmatch,20-30,0.175682756700296
T10:E36,2,nonmatch,20-30,0.2328846168167
T10:E36,3,nonmatch,20-30,0.291667342802526
